阿巴嘎旗,152522
阿坝藏族羌族自治州,513200
阿坝县,513231
阿城区,230112
阿尔山市,152202
阿合奇县,653023
阿克塞哈萨克族自治县,620924
阿克苏地区,652900
阿克苏市,652901
阿克陶县,653022
阿拉尔市,659002
阿拉山口市,652702
阿拉善盟,152900
阿拉善右旗,152922
阿拉善左旗,152921
阿勒泰地区,654300
阿勒泰市,654301
阿里地区,542500
阿鲁科尔沁旗,150421
阿荣旗,150721
阿图什市,653001
阿瓦提县,652928
爱辉区,231102
爱民区,231004
安次区,131002
安达市,231281
安定区,621102
安多县,540624
安福县,360829
安国市,130683
安化县,430923
安徽省,340000
安吉县,330523
安居区,510904
安康市,610900
安龙县,522328
安陆市,420982
安宁区,620105
安宁市,530181
安平县,131125
安庆市,340800
安丘市,370784
安仁县,431028
安塞区,610603
安顺市,520400
安图县,222426
安溪县,350524
安乡县,430721
安新县,130632
安阳市,410500
安阳县,410522
安义县,360123
安源区,360302
安远县,360726
安岳县,512021
安泽县,141026
安州区,510705
鞍山市,210300
昂昂溪区,230205
昂仁县,540226
敖汉旗,150430
澳门特别行政区,820000
八步区,451102
八公山区,340405
八宿县,540326
巴楚县,653130
巴东县,422823
巴里坤哈萨克自治县,650521
巴林右旗,150423
巴林左旗,150422
巴马瑶族自治县,451227
巴南区,500113
巴青县,540628
巴塘县,513335
巴彦淖尔市,150800
巴彦县,230126
巴宜区,540402
巴音郭楞蒙古自治州,652800
巴中市,511900
巴州区,511902
鲅鱼圈区,210804
霸州市,131081
灞桥区,610111
白城市,220800
白河县,610929
白碱滩区,650204
白朗县,540228
白沙黎族自治县,469025
白山市,220600
白水县,610527
白塔区,211002
白银区,620402
白银市,620400
白玉县,513331
白云鄂博矿区,150206
白云区,440111
白云区,520113
百色市,451000
柏乡县,130524
拜城县,652926
拜泉县,230231
班戈县,540627
班玛县,632622
蚌埠市,340300
蚌山区,340303
包河区,340111
包头市,150200
宝安区,440306
宝坻区,120115
宝丰县,410421
宝鸡市,610300
宝清县,230523
宝山区,230506
宝山区,310113
宝塔区,610602
宝兴县,511827
宝应县,321023
保德县,140931
保定市,130600
保靖县,433125
保康县,420626
保山市,530500
保亭黎族苗族自治县,469029
碑林区,610103
北安市,231181
北碚区,500109
北辰区,120113
北川羌族自治县,510726
北戴河区,130304
北关区,410503
北海市,450500
北湖区,431002
北京市,110000
北林区,231202
北流市,450981
北仑区,330206
北票市,211381
北区,810013
北塔区,430511
北屯市,659005
北镇市,210782
本溪满族自治县,210521
本溪市,210500
比如县,540622
毕节市,520500
碧江区,520602
璧山区,500120
边坝县,540330
宾川县,532924
宾县,230125
宾阳县,450126
彬州市,610482
滨城区,371602
滨海县,320922
滨海新区,120116
滨湖区,320211
滨江区,330108
滨州市,371600
波密县,540424
播州区,520304
勃利县,230921
亳州市,341600
博爱县,410822
博白县,450923
博尔塔拉蒙古自治州,652700
博湖县,652829
博乐市,652701
博罗县,441322
博山区,370304
博望区,340506
博兴县,371625
博野县,130637
布尔津县,654321
布拖县,513429
蔡甸区,420114
仓山区,350104
苍南县,330327
苍梧县,450421
苍溪县,510824
沧县,130921
沧源佤族自治县,530927
沧州市,130900
曹妃甸区,130209
曹县,371721
册亨县,522327
策勒县,653225
岑巩县,522626
岑溪市,450481
曾都区,421303
茶陵县,430224
察布查尔锡伯自治县,654022
察哈尔右翼后旗,150928
察哈尔右翼前旗,150926
察哈尔右翼中旗,150927
察雅县,540325
察隅县,540425
柴桑区,360404
禅城区,440604
瀍河回族区,410304
昌都市,540300
昌吉回族自治州,652300
昌吉市,652301
昌江黎族自治县,469026
昌江区,360202
昌乐县,370725
昌黎县,130322
昌宁县,530524
昌平区,110114
昌图县,211224
昌邑区,220202
昌邑市,370786
常德市,430700
常宁市,430482
常山县,330822
常熟市,320581
常州市,320400
巢湖市,340181
朝天区,510812
朝阳区,110105
朝阳区,220104
朝阳市,211300
朝阳县,211321
潮安区,445103
潮南区,440514
潮阳区,440513
潮州市,445100
郴州市,431000
辰溪县,431223
陈巴尔虎旗,150725
陈仓区,610304
称多县,632723
成安县,130424
成都市,510100
成华区,510108
成武县,371723
成县,621221
呈贡区,530114
承德市,130800
承德县,130821
城北区,630105
城步苗族自治县,430529
城东区,630102
城固县,610722
城关区,540102
城关区,620102
城口县,500229
城区,140302
城区,140502
城区,441502
城西区,630104
城厢区,350302
城阳区,370214
城中区,450202
城中区,630103
城子河区,230306
澄城县,610525
澄海区,440515
澄江市,530481
澄迈县,469023
池州市,341700
茌平区,371503
赤壁市,421281
赤城县,130732
赤峰市,150400
赤坎区,440802
赤水市,520381
崇川区,320613
崇礼区,130709
崇明区,310151
崇仁县,361024
崇信县,620823
崇阳县,421223
崇义县,360725
崇州市,510184
崇左市,451400
滁州市,341100
楚雄市,532301
楚雄彝族自治州,532300
川汇区,411602
船山区,510903
船营区,220204
淳安县,330127
淳化县,610430
慈利县,430821
慈溪市,330282
磁县,130427
枞阳县,340722
从化区,440117
从江县,522633
丛台区,130403
翠屏区,511502
措美县,540526
措勤县,542527
错那市,540530
错那县,540530
达坂城区,650107
达川区,511703
达尔罕茂明安联合旗,150223
达拉特旗,150621
达日县,632624
达州市,511700
达孜区,540104
大安区,510304
大安市,220882
大厂回族自治县,131028
大城县,131025
大东区,210104
大渡口区,500104
大方县,520521
大丰区,320904
大关县,530624
大观区,340803
大化瑶族自治县,451229
大理白族自治州,532900
大理市,532901
大荔县,610523
大连市,210200
大名县,130425
大宁县,141030
大埔区,810014
大埔县,441422
大庆市,230600
大箐山县,230725
大石桥市,210882
大堂区,820004
大田县,350425
大通回族土族自治县,630121
大通区,340402
大同区,230606
大同市,140200
大洼区,211104
大武口区,640202
大悟县,420922
大祥区,430503
大新县,451424
大兴安岭地区,232700
大兴区,110115
大姚县,532326
大冶市,420281
大邑县,510129
大英县,510923
大余县,360723
大竹县,511724
大足区,500111
代县,140923
岱山县,330921
岱岳区,370911
丹巴县,513323
丹东市,210600
丹凤县,611022
丹江口市,420381
丹棱县,511424
丹徒区,321112
丹阳市,321181
丹寨县,522636
单县,371722
郸城县,411625
儋州市,460400
当涂县,340521
当雄县,540122
当阳市,420582
砀山县,341321
宕昌县,621223
道孚县,513326
道里区,230102
道外区,230104
道县,431124
道真仡佬族苗族自治县,520325
稻城县,513337
得荣县,513338
德安县,360426
德保县,451024
德昌县,513424
德城区,371402
德格县,513330
德宏傣族景颇族自治州,533100
德化县,350526
德惠市,220183
德江县,520626
德令哈市,632802
德钦县,533422
德清县,330521
德庆县,441226
德兴市,361181
德阳市,510600
德州市,371400
灯塔市,211081
登封市,410185
邓州市,411381
磴口县,150822
滴道区,230304
迪庆藏族自治州,533400
点军区,420504
电白区,440904
垫江县,500231
调兵山市,211281
迭部县,623024
叠彩区,450303
丁青县,540324
鼎城区,430703
鼎湖区,441203
定安县,469021
定边县,610825
定海区,330902
定结县,540231
定南县,360728
定日县,540223
定陶区,371703
定西市,621100
定襄县,140921
定兴县,130626
定远县,341125
定州市,130682
东阿县,371524
东安区,231002
东安县,431122
东宝区,420802
东昌府区,371502
东昌区,220502
东城区,110101
东川区,530113
东方市,469007
东丰县,220421
东风区,230805
东港区,371102
东港市,210681
东莞市,441900
东光县,130923
东海县,320722
东河区,150202
东湖区,360102
东兰县,451224
东丽区,120110
东辽县,220422
东明县,371728
东宁市,231086
东平县,370923
东坡区,511402
东区,510402
东区,810003
东山区,230406
东山县,350626
东胜区,150602
东台市,320981
东乌珠穆沁旗,152525
东西湖区,420112
东乡区,361003
东乡族自治县,622926
东兴区,511011
东兴市,450681
东阳市,330783
东营区,370502
东营市,370500
东源县,441625
东至县,341721
东洲区,210403
洞口县,430525
洞头区,330305
都安瑶族自治县,451228
都昌县,360428
都江堰市,510181
都兰县,632822
都匀市,522701
斗门区,440403
独山县,522726
独山子区,650202
杜尔伯特蒙古族自治县,230624
杜集区,340602
端州区,441202
堆龙德庆区,540103
敦化市,222403
敦煌市,620982
多伦县,152531
掇刀区,420804
峨边彝族自治县,511132
峨眉山市,511181
峨山彝族自治县,530426
额尔古纳市,150784
额济纳旗,152923
额敏县,654221
鄂城区,420704
鄂尔多斯市,150600
鄂伦春自治旗,150723
鄂托克旗,150624
鄂托克前旗,150623
鄂温克族自治旗,150724
鄂州市,420700
恩平市,440785
恩施市,422801
恩施土家族苗族自治州,422800
恩阳区,511903
洱源县,532930
二道江区,220503
二道区,220105
二连浩特市,152501
二七区,410103
法库县,210124
番禺区,440113
樊城区,420606
繁昌区,340212
繁峙县,140924
范县,410926
方城县,411322
方山县,141128
方正县,230124
坊子区,370704
防城港市,450600
防城区,450603
房山区,110111
房县,420325
肥城市,370983
肥东县,340122
肥西县,340123
肥乡区,130407
费县,371325
分宜县,360521
汾西县,141034
汾阳市,141182
丰城市,360981
丰都县,500230
丰林县,230724
丰满区,220211
丰南区,130207
丰宁满族自治县,130826
丰润区,130208
丰顺县,441423
丰台区,110106
丰县,320321
丰泽区,350503
丰镇市,150981
风顺堂区,820005
封开县,441225
封丘县,410727
峰峰矿区,130406
凤城市,210682
凤冈县,520327
凤凰县,433123
凤庆县,530921
凤泉区,410704
凤山县,451223
凤台县,340421
凤县,610330
凤翔区,610305
凤阳县,341126
奉化区,330213
奉节县,500236
奉贤区,310120
奉新县,360921
扶风县,610324
扶沟县,411621
扶绥县,451421
扶余市,220781
芙蓉区,430102
佛冈县,441821
佛坪县,610730
佛山市,440600
浮梁县,360222
浮山县,141027
涪城区,510703
涪陵区,500102
福安市,350981
福鼎市,350982
福贡县,533323
福海县,654323
福建省,350000
福绵区,450903
福清市,350181
福泉市,522702
福山区,370611
福田区,440304
福州市,350100
抚宁区,130306
抚顺市,210400
抚顺县,210421
抚松县,220621
抚远市,230883
抚州市,361000
府谷县,610822
阜城县,131128
阜康市,652302
阜南县,341225
阜宁县,320923
阜平县,130624
阜新蒙古族自治县,210921
阜新市,210900
阜阳市,341200
复兴区,130404
富川瑶族自治县,451123
富锦市,230882
富拉尔基区,230206
富民县,530124
富宁县,532628
富平县,610528
富顺县,510322
富县,610628
富阳区,330111
富裕县,230227
富源县,530325
富蕴县,654322
伽师县,653129
噶尔县,542523
改则县,542526
盖州市,210881
甘德县,632623
甘谷县,620523
甘井子区,210211
甘洛县,513435
甘南藏族自治州,623000
甘南县,230225
甘泉县,610627
甘肃省,620000
甘州区,620702
甘孜藏族自治州,513300
甘孜县,513328
赣县区,360704
赣榆区,320707
赣州市,360700
刚察县,632224
钢城区,370117
岗巴县,540237
港北区,450802
港口区,450602
港南区,450803
皋兰县,620122
高安市,360983
高碑店市,130684
高昌区,650402
高淳区,320118
高港区,321203
高陵区,610117
高密市,370785
高明区,440608
高平市,140581
高坪区,511303
高青县,370322
高台县,620724
高唐县,371526
高县,511525
高阳县,130628
高要区,441204
高邑县,130127
高邮市,321084
高州市,440981
藁城区,130109
革吉县,542525
格尔木市,632801
个旧市,532501
根河市,150785
耿马傣族佤族自治县,530926
工布江达县,540421
工农区,230403
弓长岭区,211005
公安县,421022
公主岭市,220184
恭城瑶族自治县,450332
巩留县,654024
巩义市,410181
拱墅区,330105
珙县,511526
共和县,632521
共青城市,360482
贡嘎县,540522
贡井区,510303
贡觉县,540322
贡山独龙族怒族自治县,533324
沽源县,130724
姑苏区,320508
古城区,530702
古交市,140181
古浪县,620622
古蔺县,510525
古塔区,210702
古田县,350922
古县,141025
古冶区,130204
古丈县,433126
谷城县,420625
鼓楼区,320106
鼓楼区,320302
鼓楼区,350102
鼓楼区,410204
固安县,131022
固始县,411525
固阳县,150222
固原市,640400
固镇县,340323
故城县,131126
瓜州县,620922
关岭布依族苗族自治县,520424
观山湖区,520115
观塘区,810009
官渡区,530111
冠县,371525
馆陶县,130433
管城回族区,410104
灌南县,320724
灌阳县,450327
灌云县,320723
光明区,440311
光山县,411522
光泽县,350723
广安区,511602
广安市,511600
广昌县,361030
广德市,341882
广东省,440000
广丰区,361103
广汉市,510681
广河县,622924
广灵县,140223
广陵区,321002
广南县,532627
广宁县,441223
广平县,130432
广饶县,370523
广水市,421381
广西壮族自治区,450000
广信区,361104
广阳区,131003
广元市,510800
广州市,440100
广宗县,130531
贵池区,341702
贵德县,632523
贵定县,522723
贵港市,450800
贵南县,632525
贵溪市,360681
贵阳市,520100
贵州省,520000
桂东县,431027
桂林市,450300
桂平市,450881
桂阳县,431021
果洛藏族自治州,632600
哈巴河县,654324
哈尔滨市,230100
哈密市,650500
海安市,320685
海北藏族自治州,632200
海勃湾区,150302
海沧区,350205
海城区,450502
海城市,210381
海淀区,110108
海东市,630200
海丰县,441521
海港区,130302
海口市,460100
海拉尔区,150702
海林市,231083
海陵区,321202
海伦市,231283
海门区,320614
海南藏族自治州,632500
海南区,150303
海南省,460000
海宁市,330481
海曙区,330203
海棠区,460202
海西蒙古族藏族自治州,632800
海西蒙古族藏族自治州直辖,632825
海兴县,130924
海盐县,330424
海晏县,632223
海阳市,370687
海原县,640522
海州区,210902
海州区,320706
海珠区,440105
邗江区,321003
邯郸市,130400
邯山区,130402
含山县,340522
涵江区,350303
韩城市,610581
寒亭区,370703
汉滨区,610902
汉川市,420984
汉南区,420113
汉寿县,430722
汉台区,610702
汉阳区,420105
汉阴县,610921
汉源县,511823
汉中市,610700
杭锦后旗,150826
杭锦旗,150625
杭州市,330100
濠江区,440512
合川区,500117
合肥市,340100
合江县,510522
合浦县,450521
合山市,451381
合水县,621024
合阳县,610524
合作市,623001
和布克赛尔蒙古自治县,654226
和静县,652827
和林格尔县,150123
和龙市,222406
和平区,120101
和平区,210102
和平县,441624
和顺县,140723
和硕县,652828
和田地区,653200
和田市,653201
和田县,653221
和县,340523
和政县,622925
河北区,120105
河北省,130000
河池市,451200
河东区,120102
河东区,371312
河间市,130984
河津市,140882
河口区,370503
河口瑶族自治县,532532
河南蒙古族自治县,632324
河南省,410000
河曲县,140930
河西区,120103
河源市,441600
荷塘区,430202
菏泽市,371700
贺兰县,640122
贺州市,451100
赫山区,430903
赫章县,520527
鹤壁市,410600
鹤城区,431202
鹤峰县,422828
鹤岗市,230400
鹤庆县,532932
鹤山区,410602
鹤山市,440784
黑河市,231100
黑龙江省,230000
黑山县,210726
黑水县,513228
恒山区,230303
横峰县,361125
横山区,610803
横州市,450181
衡东县,430424
衡南县,430422
衡山县,430423
衡水市,131100
衡阳市,430400
衡阳县,430421
红安县,421122
红岗区,230605
红古区,620111
红谷滩区,360113
红河哈尼族彝族自治州,532500
红河县,532529
红花岗区,520302
红旗区,410702
红桥区,120106
红山区,150402
红寺堡区,640303
红塔区,530402
红原县,513233
宏伟区,211004
虹口区,310109
洪洞县,141024
洪湖市,421083
洪江市,431281
洪山区,420111
洪雅县,511423
洪泽区,320813
侯马市,141081
呼和浩特市,150100
呼兰区,230111
呼伦贝尔市,150700
呼玛县,232721
呼图壁县,652323
胡杨河市,659010
壶关县,140427
葫芦岛市,211400
湖北省,420000
湖滨区,411202
湖口县,360429
湖里区,350206
湖南省,430000
湖州市,330500
虎林市,230381
虎丘区,320505
互助土族自治县,630223
鄠邑区,610118
花地玛堂区,820001
花都区,440114
花山区,340503
花王堂区,820002
花溪区,520111
花垣县,433124
华安县,350629
华池县,621023
华龙区,410902
华宁县,530424
华坪县,530723
华容区,420703
华容县,430623
华亭市,620881
华阴市,610582
华蓥市,511681
华州区,610503
滑县,410526
化德县,150922
化隆回族自治县,630224
化州市,440982
桦川县,230826
桦甸市,220282
桦南县,230822
怀安县,130728
怀化市,431200
怀集县,441224
怀来县,130730
怀宁县,340822
怀仁市,140681
怀柔区,110116
怀远县,340321
淮安区,320803
淮安市,320800
淮北市,340600
淮滨县,411527
淮南市,340400
淮上区,340311
淮阳区,411603
淮阴区,320804
槐荫区,370104
环翠区,371002
环江毛南族自治县,451226
环县,621022
桓仁满族自治县,210522
桓台县,370321
皇姑区,210105
黄陂区,420116
黄大仙区,810008
黄岛区,370211
黄冈市,421100
黄骅市,130983
黄陵县,610632
黄龙县,610631
黄梅县,421127
黄南藏族自治州,632300
黄平县,522622
黄埔区,440112
黄浦区,310101
黄山区,341003
黄山市,341000
黄石港区,420202
黄石市,420200
黄岩区,331003
黄州区,421102
湟源县,630123
湟中区,630106
潢川县,411526
珲春市,222404
辉南县,220523
辉县市,410782
徽县,621227
徽州区,341004
回民区,150103
汇川区,520303
会昌县,360733
会东县,513426
会理市,513402
会宁县,620422
会同县,431225
会泽县,530326
惠安县,350521
惠城区,441302
惠东县,441323
惠济区,410108
惠来县,445224
惠民县,371621
惠农区,640205
惠山区,320206
惠水县,522731
惠阳区,441303
惠州市,441300
浑江区,220602
浑南区,210112
浑源县,140225
获嘉县,410724
霍城县,654023
霍尔果斯市,654004
霍林郭勒市,150581
霍邱县,341522
霍山县,341525
霍州市,141082
鸡东县,230321
鸡冠区,230302
鸡西市,230300
鸡泽县,130431
积石山保安族东乡族撒拉族自治县,622927
吉安市,360800
吉安县,360821
吉林省,220000
吉林市,220200
吉隆县,540234
吉木乃县,654326
吉木萨尔县,652327
吉首市,433101
吉水县,360822
吉县,141028
吉阳区,460203
吉州区,360802
即墨区,370215
集安市,220582
集美区,350211
集宁区,150902
集贤县,230521
济南市,370100
济宁市,370800
济阳区,370115
济源市,419001
绩溪县,341824
蓟州区,120119
稷山县,140824
冀州区,131103
加查县,540528
加格达奇区,232718
夹江县,511126
佳木斯市,230800
佳县,610828
嘉定区,310114
嘉禾县,431024
嘉黎县,540621
嘉陵区,511304
嘉模堂区,820006
嘉善县,330421
嘉祥县,370829
嘉兴市,330400
嘉荫县,230722
嘉鱼县,421221
嘉峪关市,620200
郏县,410425
贾汪区,320305
尖草坪区,140108
尖山区,230502
尖扎县,632322
监利市,421088
犍为县,511123
简阳市,510185
建安区,411003
建昌县,211422
建德市,330182
建湖县,320925
建华区,230203
建宁县,350430
建瓯市,350783
建平县,211322
建始县,422822
建水县,532524
建阳区,350703
建邺区,320105
剑川县,532931
剑阁县,510823
剑河县,522629
涧西区,410305
江安县,511523
江岸区,420102
江北区,330205
江北区,500105
江城哈尼族彝族自治县,530826
江城区,441702
江川区,530403
江达县,540321
江都区,321012
江海区,440704
